"","Edad","Salario","Genero"
"36359",55,23652,"Mujer"
"36360",49,24988,"Mujer"
"36361",40,6137,"Mujer"
"36362",26,5740,"Mujer"
"36363",45,24988,"Mujer"
"36364",31,5740,"Mujer"
"36365",51,23652,"Mujer"
"36366",22,NA,"Mujer"
"36367",33,NA,"Mujer"
"36368",40,6137,"Mujer"
"36369",18,4090,"Mujer"
"36370",29,5740,"Mujer"
"36371",61,17806,"Mujer"
"36372",28,5740,"Mujer"
"36373",44,6137,"Mujer"
"36374",62,17806,"Mujer"
"36375",56,23652,"Mujer"
"36376",38,6137,"Mujer"
"36377",60,17806,"Mujer"
"36378",57,23652,"Mujer"
"36379",48,24988,"Mujer"
"36380",33,5740,"Mujer"
"36381",17,4090,"Mujer"
"36382",18,NA,"Mujer"
"36383",25,5740,"Mujer"
"36384",27,5740,"Mujer"
"36385",64,17806,"Mujer"
"36386",32,5740,"Mujer"
"36387",33,5740,"Mujer"
"36388",58,23652,"Mujer"
"36389",47,24988,"Mujer"
"36390",52,23652,"Mujer"
"36391",17,4090,"Mujer"
"36392",63,17806,"Mujer"
"36393",49,24988,"Mujer"
"36394",15,4090,"Mujer"
"36395",49,NA,"Mujer"
"36396",50,23652,"Mujer"
"36397",52,23652,"Mujer"
"36398",53,23652,"Mujer"
"36399",39,6137,"Mujer"
"36400",54,23652,"Mujer"
"36401",27,5740,"Mujer"
"36402",18,4090,"Mujer"
"36403",20,4090,"Mujer"
"36404",25,5740,"Mujer"
"36405",15,4090,"Mujer"
"36406",22,4090,"Mujer"
"36407",48,24988,"Mujer"
"36408",54,23652,"Mujer"
"36409",23,NA,"Mujer"
"36410",50,23652,"Mujer"
"36411",63,17806,"Mujer"
"36412",53,23652,"Mujer"
"36413",56,23652,"Mujer"
"36414",51,23652,"Mujer"
"36415",56,23652,"Mujer"
"36416",58,23652,"Mujer"
"36417",35,6137,"Mujer"
"36418",34,5740,"Mujer"
"36419",52,23652,"Mujer"
"36420",15,4090,"Mujer"
"36421",49,24988,"Mujer"
"36422",42,6137,"Mujer"
"36423",21,4090,"Mujer"
"36424",57,23652,"Mujer"
"36425",58,23652,"Mujer"
"36426",23,4090,"Mujer"
"36427",15,4090,"Mujer"
"36428",50,23652,"Mujer"
"36429",48,NA,"Mujer"
"36430",48,24988,"Mujer"
"36431",31,5740,"Mujer"
"36432",46,24988,"Mujer"
"36433",16,4090,"Mujer"
"36434",50,23652,"Mujer"
"36435",39,6137,"Mujer"
"36436",57,23652,"Mujer"
"36437",40,6137,"Mujer"
"36438",59,23652,"Mujer"
"36439",40,6137,"Mujer"
"36440",35,6137,"Mujer"
"36441",32,5740,"Mujer"
"36442",43,6137,"Mujer"
"36443",38,6137,"Mujer"
"36444",61,17806,"Mujer"
"36445",42,6137,"Mujer"
"36446",26,5740,"Mujer"
"36447",25,5740,"Mujer"
"36448",41,6137,"Mujer"
"36449",37,6137,"Mujer"
"36450",47,24988,"Mujer"
"36451",30,5740,"Mujer"
"36452",42,6137,"Mujer"
"36453",42,6137,"Mujer"
"36454",59,23652,"Mujer"
"36455",52,23652,"Mujer"
"36456",20,4090,"Mujer"
"36457",56,23652,"Mujer"
"36458",43,6137,"Mujer"
"36459",48,24988,"Mujer"
"36460",17,NA,"Mujer"
"36461",20,4090,"Mujer"
"36462",62,17806,"Mujer"
"36463",52,23652,"Mujer"
"36464",27,5740,"Mujer"
"36465",50,23652,"Mujer"
"36466",29,5740,"Mujer"
"36467",20,4090,"Mujer"
"36468",47,24988,"Mujer"
"36469",55,NA,"Mujer"
"36470",26,5740,"Mujer"
"36471",57,23652,"Mujer"
"36472",27,5740,"Mujer"
"36473",47,24988,"Mujer"
"36474",42,6137,"Mujer"
"36475",50,23652,"Mujer"
"36476",19,4090,"Mujer"
"36477",39,6137,"Mujer"
"36478",31,5740,"Mujer"
"36479",51,23652,"Mujer"
"36480",33,5740,"Mujer"
"36481",49,24988,"Mujer"
"36482",57,23652,"Mujer"
"36483",48,24988,"Mujer"
"36484",60,17806,"Mujer"
"36485",20,4090,"Mujer"
"36486",33,5740,"Mujer"
"36487",15,4090,"Mujer"
"36488",21,4090,"Mujer"
"36489",48,24988,"Mujer"
"36490",33,NA,"Mujer"
"36491",47,24988,"Mujer"
"36492",40,6137,"Mujer"
"36493",55,23652,"Mujer"
"36494",63,17806,"Mujer"
"36495",56,23652,"Mujer"
"36496",41,6137,"Mujer"
"36497",52,23652,"Mujer"
"36498",40,6137,"Mujer"
"36499",49,24988,"Mujer"
"36500",34,5740,"Mujer"
"36501",38,6137,"Mujer"
"36502",61,17806,"Mujer"
"36503",35,6137,"Mujer"
"36504",40,6137,"Mujer"
"36505",34,5740,"Mujer"
"36506",20,NA,"Mujer"
"36507",17,4090,"Mujer"
"36508",24,4090,"Mujer"
"36509",26,5740,"Mujer"
"36510",47,24988,"Mujer"
"36511",36,6137,"Mujer"
"36512",30,5740,"Mujer"
"36513",31,5740,"Mujer"
"36514",24,4090,"Mujer"
"36515",26,5740,"Mujer"
"36516",33,5740,"Mujer"
"36517",54,23652,"Mujer"
"36518",37,6137,"Mujer"
"36519",54,23652,"Mujer"
"36520",24,4090,"Mujer"
"36521",24,4090,"Mujer"
"36522",64,17806,"Mujer"
"36523",24,4090,"Mujer"
"36524",53,23652,"Mujer"
"36525",44,6137,"Mujer"
"36526",18,4090,"Mujer"
"36527",15,4090,"Mujer"
"36528",57,23652,"Mujer"
"36529",33,5740,"Mujer"
"36530",19,4090,"Mujer"
"36531",44,6137,"Mujer"
"36532",40,6137,"Mujer"
"36533",54,23652,"Mujer"
"36534",48,24988,"Mujer"
"36535",16,4090,"Mujer"
"36536",38,6137,"Mujer"
"36537",28,5740,"Mujer"
"36538",55,23652,"Mujer"
"36539",56,23652,"Mujer"
"36540",27,5740,"Mujer"
"36541",43,6137,"Mujer"
"36542",15,4090,"Mujer"
"36543",60,17806,"Mujer"
"36544",48,NA,"Mujer"
"36545",18,4090,"Mujer"
"36546",42,6137,"Mujer"
"36547",33,NA,"Mujer"
"36548",15,4090,"Mujer"
"36549",50,23652,"Mujer"
"36550",57,23652,"Mujer"
"36551",27,5740,"Mujer"
"36552",64,17806,"Mujer"
"36553",56,NA,"Mujer"
"36554",19,4090,"Mujer"
"36555",47,24988,"Mujer"
"36556",28,5740,"Mujer"
"36557",30,5740,"Mujer"
"36558",46,24988,"Mujer"
"36559",64,17806,"Mujer"
"36560",41,6137,"Mujer"
"36561",49,24988,"Mujer"
"36562",17,4090,"Mujer"
"36563",18,4090,"Mujer"
"36564",21,4090,"Mujer"
"36565",27,5740,"Mujer"
"36566",55,23652,"Mujer"
"36567",17,4090,"Mujer"
"36568",31,5740,"Mujer"
"36569",61,17806,"Mujer"
"36570",24,4090,"Mujer"
"36571",61,17806,"Mujer"
"36572",15,4090,"Mujer"
"36573",42,6137,"Mujer"
"36574",24,4090,"Mujer"
"36575",21,4090,"Mujer"
"36576",53,23652,"Mujer"
"36577",17,4090,"Mujer"
"36578",21,4090,"Mujer"
"36579",23,4090,"Mujer"
"36580",54,23652,"Mujer"
"36581",49,24988,"Mujer"
"36582",40,6137,"Mujer"
"36583",19,4090,"Mujer"
"36584",27,5740,"Mujer"
"36585",59,23652,"Mujer"
"36586",44,6137,"Mujer"
"36587",54,NA,"Mujer"
"36588",64,17806,"Mujer"
"36589",53,23652,"Mujer"
"36590",24,4090,"Mujer"
"36591",56,23652,"Mujer"
"36592",37,6137,"Mujer"
"36593",25,NA,"Mujer"
"36594",26,5740,"Mujer"
"36595",27,5740,"Mujer"
"36596",54,23652,"Mujer"
"36597",63,17806,"Mujer"
"36598",60,17806,"Mujer"
"36599",63,17806,"Mujer"
"36600",30,5740,"Mujer"
"36601",23,4090,"Mujer"
"36602",24,4090,"Mujer"
"36603",43,6137,"Mujer"
"36604",23,4090,"Mujer"
"36605",47,24988,"Mujer"
"36606",38,6137,"Mujer"
"36607",49,24988,"Mujer"
"36608",25,5740,"Mujer"
"36609",53,23652,"Mujer"
"36610",64,17806,"Mujer"
"36611",27,NA,"Mujer"
"36612",37,6137,"Mujer"
"36613",39,6137,"Mujer"
"36614",64,17806,"Mujer"
"36615",30,5740,"Mujer"
"36616",62,17806,"Mujer"
"36617",35,6137,"Mujer"
"36618",24,4090,"Mujer"
"36619",55,23652,"Mujer"
"36620",54,23652,"Mujer"
"36621",33,5740,"Mujer"
"36622",49,24988,"Mujer"
"36623",42,6137,"Mujer"
"36624",55,23652,"Mujer"
"36625",16,4090,"Mujer"
"36626",44,6137,"Mujer"
"36627",54,23652,"Mujer"
"36628",64,17806,"Mujer"
"36629",54,23652,"Mujer"
"36630",19,4090,"Mujer"
"36631",52,23652,"Mujer"
"36632",56,23652,"Mujer"
"36633",29,5740,"Mujer"
"36634",50,23652,"Mujer"
"36635",17,4090,"Mujer"
"36636",38,6137,"Mujer"
"36637",55,23652,"Mujer"
"36638",62,17806,"Mujer"
"36639",62,17806,"Mujer"
"36640",61,17806,"Mujer"
"36641",55,23652,"Mujer"
"36642",63,17806,"Mujer"
"36643",26,5740,"Mujer"
"36644",22,4090,"Mujer"
"36645",28,5740,"Mujer"
"36646",32,5740,"Mujer"
"36647",58,23652,"Mujer"
"36648",60,17806,"Mujer"
"36649",34,5740,"Mujer"
"36650",37,6137,"Mujer"
"36651",19,NA,"Mujer"
"36652",15,4090,"Mujer"
"36653",59,23652,"Mujer"
"36654",60,17806,"Mujer"
"36655",16,4090,"Mujer"
"36656",30,5740,"Mujer"
"36657",19,4090,"Mujer"
"36658",36,6137,"Mujer"
"36659",15,4090,"Mujer"
"36660",26,5740,"Mujer"
"36661",33,5740,"Mujer"
"36662",36,6137,"Mujer"
"36663",56,23652,"Mujer"
"36664",58,23652,"Mujer"
"36665",62,17806,"Mujer"
"36666",31,5740,"Mujer"
"36667",27,5740,"Mujer"
"36668",53,23652,"Mujer"
"36669",42,6137,"Mujer"
"36670",17,4090,"Mujer"
"36671",19,4090,"Mujer"
"36672",50,23652,"Mujer"
"36673",29,5740,"Mujer"
"36674",31,5740,"Mujer"
"36675",58,23652,"Mujer"
"36676",60,17806,"Mujer"
"36677",43,6137,"Mujer"
"36678",18,4090,"Mujer"
"36679",46,24988,"Mujer"
"36680",63,17806,"Mujer"
"36681",57,23652,"Mujer"
"36682",52,23652,"Mujer"
"36683",18,4090,"Mujer"
"36684",27,5740,"Mujer"
"36685",34,5740,"Mujer"
"36686",61,17806,"Mujer"
"36687",32,5740,"Mujer"
"36688",63,17806,"Mujer"
"36689",56,23652,"Mujer"
"36690",51,23652,"Mujer"
"36691",26,5740,"Mujer"
"36692",39,6137,"Mujer"
"36693",44,NA,"Mujer"
"36694",29,NA,"Mujer"
"36695",50,23652,"Mujer"
"36696",22,4090,"Mujer"
"36697",42,NA,"Mujer"
"36698",36,6137,"Mujer"
"36699",63,17806,"Mujer"
"36700",52,23652,"Mujer"
"36701",30,5740,"Mujer"
"36702",19,4090,"Mujer"
"36703",60,17806,"Mujer"
"36704",48,24988,"Mujer"
"36705",63,17806,"Mujer"
"36706",52,23652,"Mujer"
"36707",25,5740,"Mujer"
"36708",16,4090,"Mujer"
"36709",39,6137,"Mujer"
"36710",39,6137,"Mujer"
"36711",15,4090,"Mujer"
"36712",45,NA,"Mujer"
"36713",19,4090,"Mujer"
"36714",54,23652,"Mujer"
"36715",18,4090,"Mujer"
"36716",19,4090,"Mujer"
"36717",19,4090,"Mujer"
"36718",30,5740,"Mujer"
"36719",32,5740,"Mujer"
"36720",57,23652,"Mujer"
"36721",31,5740,"Mujer"
"36722",49,24988,"Mujer"
"36723",32,5740,"Mujer"
"36724",18,4090,"Mujer"
"36725",45,24988,"Mujer"
"36726",45,24988,"Mujer"
"36727",23,4090,"Mujer"
"36728",45,24988,"Mujer"
"36729",19,4090,"Mujer"
"36730",50,23652,"Mujer"
"36731",30,NA,"Mujer"
"36732",56,23652,"Mujer"
"36733",55,23652,"Mujer"
"36734",30,5740,"Mujer"
"36735",34,5740,"Mujer"
"36736",44,6137,"Mujer"
"36737",40,6137,"Mujer"
"36738",63,17806,"Mujer"
"36739",45,24988,"Mujer"
"36740",64,17806,"Mujer"
"36741",29,5740,"Mujer"
"36742",55,23652,"Mujer"
"36743",52,23652,"Mujer"
"36744",52,23652,"Mujer"
"36745",57,23652,"Mujer"
"36746",34,5740,"Mujer"
"36747",49,24988,"Mujer"
"36748",37,6137,"Mujer"
"36749",58,23652,"Mujer"
"36750",61,17806,"Mujer"
"36751",53,NA,"Mujer"
"36752",39,6137,"Mujer"
"36753",64,17806,"Mujer"
"36754",36,6137,"Mujer"
"36755",61,17806,"Mujer"
"36756",22,4090,"Mujer"
"36757",23,4090,"Mujer"
"36758",29,5740,"Mujer"
"36759",62,17806,"Mujer"
"36760",34,5740,"Mujer"
"36761",49,24988,"Mujer"
"36762",51,23652,"Mujer"
"36763",17,4090,"Mujer"
"36764",48,24988,"Mujer"
"36765",48,24988,"Mujer"
"36766",50,23652,"Mujer"
"36767",49,24988,"Mujer"
"36768",23,4090,"Mujer"
"36769",44,6137,"Mujer"
"36770",40,6137,"Mujer"
"36771",26,5740,"Mujer"
"36772",38,6137,"Mujer"
"36773",55,23652,"Mujer"
"36774",33,5740,"Mujer"
"36775",58,23652,"Mujer"
"36776",30,5740,"Mujer"
"36777",40,6137,"Mujer"
"36778",37,6137,"Mujer"
"36779",47,24988,"Mujer"
"36780",56,23652,"Mujer"
"36781",44,6137,"Mujer"
"36782",37,6137,"Mujer"
"36783",24,4090,"Mujer"
"36784",50,23652,"Mujer"
"36785",45,24988,"Mujer"
"36786",57,23652,"Mujer"
"36787",36,6137,"Mujer"
"36788",57,23652,"Mujer"
"36789",57,23652,"Mujer"
"36790",52,23652,"Mujer"
"36791",61,17806,"Mujer"
"36792",16,4090,"Mujer"
"36793",37,NA,"Mujer"
"36794",49,24988,"Mujer"
"36795",51,23652,"Mujer"
"36796",46,24988,"Mujer"
"36797",57,23652,"Mujer"
"36798",26,5740,"Mujer"
"36799",49,24988,"Mujer"
"36800",55,23652,"Mujer"
"36801",17,4090,"Mujer"
"36802",48,24988,"Mujer"
"36803",52,23652,"Mujer"
"36804",38,6137,"Mujer"
"36805",52,23652,"Mujer"
"36806",31,5740,"Mujer"
"36807",54,23652,"Mujer"
"36808",15,4090,"Mujer"
"36809",22,4090,"Mujer"
"36810",29,5740,"Mujer"
"36811",64,17806,"Mujer"
"36812",59,23652,"Mujer"
"36813",39,6137,"Mujer"
"36814",22,4090,"Mujer"
"36815",46,24988,"Mujer"
"36816",64,17806,"Mujer"
"36817",27,5740,"Mujer"
"36818",60,17806,"Mujer"
"36819",29,5740,"Mujer"
"36820",20,NA,"Mujer"
"36821",47,24988,"Mujer"
"36822",21,4090,"Mujer"
"36823",47,24988,"Mujer"
"36824",61,17806,"Mujer"
"36825",43,6137,"Mujer"
"36826",52,23652,"Mujer"
"36827",51,23652,"Mujer"
"36828",58,23652,"Mujer"
"36829",46,24988,"Mujer"
"36830",17,4090,"Mujer"
"36831",34,5740,"Mujer"
"36832",28,5740,"Mujer"
"36833",42,6137,"Mujer"
"36834",52,23652,"Mujer"
"36835",18,4090,"Mujer"
"36836",29,5740,"Mujer"
"36837",31,5740,"Mujer"
"36838",51,23652,"Mujer"
"36839",38,6137,"Mujer"
"36840",52,23652,"Mujer"
"36841",56,23652,"Mujer"
"36842",55,23652,"Mujer"
"36843",50,23652,"Mujer"
"36844",55,23652,"Mujer"
"36845",22,4090,"Mujer"
"36846",17,4090,"Mujer"
"36847",44,6137,"Mujer"
"36848",36,6137,"Mujer"
"36849",47,24988,"Mujer"
"36850",39,6137,"Mujer"
"36851",44,6137,"Mujer"
"36852",51,23652,"Mujer"
"36853",17,4090,"Mujer"
"36854",18,4090,"Mujer"
"36855",43,6137,"Mujer"
"36856",46,24988,"Mujer"
"36857",37,6137,"Mujer"
"36858",33,5740,"Mujer"
"36859",29,5740,"Mujer"
"36860",30,5740,"Mujer"
"36861",37,6137,"Mujer"
"36862",54,NA,"Mujer"
"36863",60,17806,"Mujer"
"36864",51,NA,"Mujer"
"36865",15,4090,"Mujer"
"36866",33,5740,"Mujer"
"36867",51,23652,"Mujer"
"36868",49,24988,"Mujer"
"36869",44,6137,"Mujer"
"36870",31,5740,"Mujer"
"36871",53,23652,"Mujer"
"36872",63,17806,"Mujer"
"36873",40,6137,"Mujer"
"36874",27,5740,"Mujer"
"36875",36,6137,"Mujer"
"36876",60,17806,"Mujer"
"36877",37,6137,"Mujer"
"36878",58,23652,"Mujer"
"36879",57,23652,"Mujer"
"36880",47,24988,"Mujer"
"36881",41,6137,"Mujer"
"36882",49,24988,"Mujer"
"36883",26,5740,"Mujer"
"36884",23,4090,"Mujer"
"36885",48,24988,"Mujer"
"36886",28,5740,"Mujer"
"36887",51,23652,"Mujer"
"36888",17,4090,"Mujer"
"36889",58,23652,"Mujer"
"36890",58,23652,"Mujer"
"36891",35,6137,"Mujer"
"36892",21,4090,"Mujer"
"36893",47,24988,"Mujer"
"36894",49,24988,"Mujer"
"36895",25,5740,"Mujer"
"36896",59,23652,"Mujer"
"36897",46,24988,"Mujer"
"36898",36,NA,"Mujer"
"36899",56,23652,"Mujer"
"36900",33,5740,"Mujer"
"36901",50,23652,"Mujer"
"36902",51,23652,"Mujer"
"36903",25,5740,"Mujer"
"36904",55,23652,"Mujer"
"36905",27,5740,"Mujer"
"36906",42,6137,"Mujer"
"36907",63,17806,"Mujer"
"36908",29,5740,"Mujer"
"36909",27,5740,"Mujer"
"36910",57,23652,"Mujer"
"36911",47,24988,"Mujer"
"36912",22,4090,"Mujer"
"36913",46,24988,"Mujer"
"36914",51,NA,"Mujer"
"36915",62,17806,"Mujer"
"36916",18,4090,"Mujer"
"36917",32,5740,"Mujer"
"36918",37,6137,"Mujer"
"36919",43,6137,"Mujer"
"36920",16,4090,"Mujer"
"36921",27,5740,"Mujer"
"36922",30,5740,"Mujer"
"36923",22,4090,"Mujer"
"36924",33,5740,"Mujer"
"36925",46,24988,"Mujer"
"36926",17,NA,"Mujer"
"36927",63,17806,"Mujer"
"36928",46,24988,"Mujer"
"36929",55,23652,"Mujer"
"36930",35,6137,"Mujer"
"36931",39,NA,"Mujer"
"36932",31,5740,"Mujer"
"36933",39,6137,"Mujer"
"36934",47,24988,"Mujer"
"36935",45,24988,"Mujer"
"36936",50,23652,"Mujer"
"36937",37,6137,"Mujer"
"36938",61,17806,"Mujer"
"36939",58,NA,"Mujer"
"36940",39,6137,"Mujer"
"36941",63,17806,"Mujer"
"36942",58,23652,"Mujer"
"36943",62,17806,"Mujer"
"36944",44,6137,"Mujer"
"36945",27,5740,"Mujer"
"36946",57,23652,"Mujer"
"36947",61,17806,"Mujer"
"36948",43,6137,"Mujer"
"36949",30,5740,"Mujer"
"36950",52,23652,"Mujer"
"36951",41,NA,"Mujer"
"36952",40,6137,"Mujer"
"36953",25,5740,"Mujer"
"36954",61,17806,"Mujer"
"36955",51,23652,"Mujer"
"36956",17,4090,"Mujer"
"36957",40,6137,"Mujer"
"36958",48,24988,"Mujer"
"36959",47,24988,"Mujer"
"36960",29,5740,"Mujer"
"36961",16,4090,"Mujer"
"36962",42,6137,"Mujer"
"36963",34,5740,"Mujer"
"36964",52,23652,"Mujer"
"36965",58,23652,"Mujer"
"36966",30,5740,"Mujer"
"36967",60,17806,"Mujer"
"36968",18,4090,"Mujer"
"36969",22,4090,"Mujer"
"36970",58,23652,"Mujer"
"36971",60,17806,"Mujer"
"36972",34,5740,"Mujer"
"36973",40,6137,"Mujer"
"36974",46,24988,"Mujer"
"36975",27,5740,"Mujer"
"36976",19,4090,"Mujer"
"36977",58,23652,"Mujer"
"36978",56,23652,"Mujer"
"36979",27,5740,"Mujer"
"36980",55,23652,"Mujer"
"36981",25,5740,"Mujer"
"36982",51,23652,"Mujer"
"36983",46,24988,"Mujer"
"36984",59,23652,"Mujer"
"36985",56,23652,"Mujer"
"36986",32,5740,"Mujer"
"36987",43,6137,"Mujer"
"36988",29,NA,"Mujer"
"36989",34,5740,"Mujer"
"36990",58,23652,"Mujer"
"36991",50,23652,"Mujer"
"36992",19,4090,"Mujer"
"36993",54,23652,"Mujer"
"36994",51,23652,"Mujer"
"36995",47,24988,"Mujer"
"36996",32,5740,"Mujer"
"36997",33,5740,"Mujer"
"36998",46,24988,"Mujer"
"36999",56,23652,"Mujer"
"37000",36,6137,"Mujer"
"37001",55,23652,"Mujer"
"37002",15,4090,"Mujer"
"37003",39,6137,"Mujer"
"37004",34,5740,"Mujer"
"37005",49,24988,"Mujer"
"37006",59,23652,"Mujer"
"37007",20,4090,"Mujer"
"37008",20,4090,"Mujer"
"37009",64,17806,"Mujer"
"37010",51,23652,"Mujer"
"37011",63,17806,"Mujer"
"37012",17,4090,"Mujer"
"37013",51,23652,"Mujer"
"37014",45,24988,"Mujer"
"37015",49,24988,"Mujer"
"37016",59,NA,"Mujer"
"37017",29,5740,"Mujer"
"37018",31,5740,"Mujer"
"37019",29,5740,"Mujer"
"37020",19,4090,"Mujer"
"37021",36,6137,"Mujer"
"37022",60,17806,"Mujer"
"37023",25,5740,"Mujer"
"37024",42,6137,"Mujer"
"37025",28,5740,"Mujer"
"37026",53,23652,"Mujer"
"37027",17,4090,"Mujer"
"37028",56,23652,"Mujer"
"37029",25,5740,"Mujer"
"37030",44,6137,"Mujer"
"37031",52,23652,"Mujer"
"37032",19,4090,"Mujer"
"37033",36,6137,"Mujer"
"37034",27,5740,"Mujer"
"37035",58,23652,"Mujer"
"37036",35,6137,"Mujer"
"37037",51,23652,"Mujer"
"37038",39,NA,"Mujer"
"37039",35,NA,"Mujer"
"37040",42,6137,"Mujer"
"37041",55,23652,"Mujer"
"37042",18,4090,"Mujer"
"37043",43,6137,"Mujer"
"37044",61,17806,"Mujer"
"37045",49,24988,"Mujer"
"37046",37,6137,"Mujer"
"37047",21,4090,"Mujer"
"37048",60,17806,"Mujer"
"37049",60,17806,"Mujer"
"37050",23,4090,"Mujer"
"37051",37,6137,"Mujer"
"37052",17,4090,"Mujer"
"37053",23,4090,"Mujer"
"37054",18,4090,"Mujer"
"37055",63,17806,"Mujer"
"37056",39,6137,"Mujer"
"37057",20,4090,"Mujer"
"37058",62,17806,"Mujer"
"37059",32,5740,"Mujer"
"37060",59,23652,"Mujer"
"37061",21,4090,"Mujer"
"37062",49,24988,"Mujer"
"37063",45,24988,"Mujer"
"37064",52,23652,"Mujer"
"37065",46,24988,"Mujer"
"37066",49,24988,"Mujer"
"37067",42,6137,"Mujer"
"37068",58,23652,"Mujer"
"37069",19,4090,"Mujer"
"37070",44,NA,"Mujer"
"37071",36,6137,"Mujer"
"37072",31,5740,"Mujer"
"37073",24,4090,"Mujer"
"37074",21,4090,"Mujer"
"37075",18,4090,"Mujer"
"37076",56,23652,"Mujer"
"37077",41,NA,"Mujer"
"37078",21,4090,"Mujer"
"37079",37,6137,"Mujer"
"37080",25,5740,"Mujer"
"37081",22,4090,"Mujer"
"37082",22,4090,"Mujer"
"37083",51,NA,"Mujer"
"37084",19,4090,"Mujer"
"37085",21,4090,"Mujer"
"37086",36,6137,"Mujer"
"37087",50,23652,"Mujer"
"37088",16,4090,"Mujer"
"37089",38,NA,"Mujer"
"37090",16,4090,"Mujer"
"37091",62,17806,"Mujer"
"37092",26,5740,"Mujer"
"37093",61,17806,"Mujer"
"37094",56,23652,"Mujer"
"37095",40,6137,"Mujer"
"37096",52,23652,"Mujer"
"37097",59,23652,"Mujer"
"37098",20,4090,"Mujer"
"37099",37,6137,"Mujer"
"37100",16,4090,"Mujer"
"37101",40,6137,"Mujer"
"37102",28,5740,"Mujer"
"37103",32,5740,"Mujer"
"37104",52,23652,"Mujer"
"37105",46,NA,"Mujer"
"37106",28,5740,"Mujer"
"37107",44,6137,"Mujer"
"37108",27,5740,"Mujer"
"37109",54,23652,"Mujer"
"37110",45,24988,"Mujer"
"37111",51,23652,"Mujer"
"37112",59,23652,"Mujer"
"37113",52,23652,"Mujer"
"37114",36,NA,"Mujer"
"37115",42,6137,"Mujer"
"37116",33,5740,"Mujer"
"37117",57,23652,"Mujer"
"37118",30,5740,"Mujer"
"37119",19,4090,"Mujer"
"37120",58,23652,"Mujer"
"37121",63,NA,"Mujer"
"37122",16,4090,"Mujer"
"37123",24,4090,"Mujer"
"37124",61,17806,"Mujer"
"37125",33,5740,"Mujer"
"37126",34,5740,"Mujer"
"37127",43,6137,"Mujer"
"37128",39,6137,"Mujer"
"37129",31,5740,"Mujer"
"37130",27,5740,"Mujer"
"37131",59,23652,"Mujer"
"37132",30,5740,"Mujer"
"37133",49,24988,"Mujer"
"37134",50,23652,"Mujer"
"37135",53,23652,"Mujer"
"37136",17,4090,"Mujer"
"37137",23,4090,"Mujer"
"37138",54,23652,"Mujer"
"37139",64,17806,"Mujer"
"37140",60,NA,"Mujer"
"37141",43,6137,"Mujer"
"37142",19,4090,"Mujer"
"37143",17,4090,"Mujer"
"37144",24,4090,"Mujer"
"37145",45,24988,"Mujer"
"37146",25,5740,"Mujer"
"37147",31,5740,"Mujer"
"37148",54,23652,"Mujer"
"37149",55,23652,"Mujer"
"37150",22,4090,"Mujer"
"37151",16,4090,"Mujer"
"37152",18,4090,"Mujer"
"37153",30,NA,"Mujer"
"37154",55,23652,"Mujer"
"37155",55,23652,"Mujer"
"37156",35,6137,"Mujer"
"37157",19,4090,"Mujer"
"37158",49,24988,"Mujer"
"37159",28,5740,"Mujer"
"37160",29,5740,"Mujer"
"37161",20,4090,"Mujer"
"37162",30,5740,"Mujer"
"37163",37,6137,"Mujer"
"37164",45,24988,"Mujer"
"37165",56,23652,"Mujer"
"37166",60,17806,"Mujer"
"37167",26,NA,"Mujer"
"37168",55,23652,"Mujer"
"37169",33,NA,"Mujer"
"37170",26,5740,"Mujer"
"37171",59,NA,"Mujer"
"37172",27,5740,"Mujer"
"37173",63,17806,"Mujer"
"37174",16,4090,"Mujer"
"37175",34,5740,"Mujer"
"37176",45,24988,"Mujer"
"37177",23,4090,"Mujer"
"37178",35,6137,"Mujer"
"37179",22,4090,"Mujer"
"37180",53,23652,"Mujer"
"37181",51,23652,"Mujer"
"37182",43,6137,"Mujer"
"37183",33,5740,"Mujer"
"37184",49,NA,"Mujer"
"37185",59,23652,"Mujer"
"37186",52,23652,"Mujer"
"37187",40,6137,"Mujer"
"37188",25,5740,"Mujer"
"37189",50,23652,"Mujer"
"37190",49,24988,"Mujer"
"37191",18,4090,"Mujer"
"37192",17,NA,"Mujer"
"37193",59,23652,"Mujer"
"37194",61,17806,"Mujer"
"37195",26,5740,"Mujer"
"37196",46,24988,"Mujer"
"37197",61,17806,"Mujer"
"37198",40,6137,"Mujer"
"37199",57,23652,"Mujer"
"37200",57,23652,"Mujer"
"37201",27,5740,"Mujer"
"37202",58,NA,"Mujer"
"37203",52,23652,"Mujer"
"37204",43,6137,"Mujer"
"37205",33,5740,"Mujer"
"37206",49,24988,"Mujer"
"37207",62,17806,"Mujer"
"37208",55,23652,"Mujer"
"37209",41,6137,"Mujer"
"37210",60,17806,"Mujer"
"37211",45,24988,"Mujer"
"37212",17,4090,"Mujer"
"37213",49,24988,"Mujer"
"37214",38,6137,"Mujer"
"37215",21,4090,"Mujer"
"37216",49,24988,"Mujer"
"37217",35,6137,"Mujer"
"37218",15,4090,"Mujer"
"37219",58,23652,"Mujer"
"37220",20,NA,"Mujer"
"37221",53,23652,"Mujer"
"37222",48,24988,"Mujer"
"37223",32,5740,"Mujer"
"37224",39,6137,"Mujer"
"37225",29,5740,"Mujer"
"37226",61,17806,"Mujer"
"37227",46,24988,"Mujer"
"37228",56,23652,"Mujer"
"37229",63,17806,"Mujer"
"37230",64,17806,"Mujer"
"37231",32,5740,"Mujer"
"37232",45,24988,"Mujer"
